Deleting each line of seed to set location bias.......................Done

Generation: 0
FibonacciSearchProblemTest_2817 fit: 34900.0
FibonacciSearchProblemTest_2814 fit: 34900.0
FibonacciSearchProblemTest_2812 fit: 10006.545
FibonacciSearchProblemTest_2810 fit: 104.9276
FibonacciSearchProblemTest_2806 fit: 0.9653465
FibonacciSearchProblemTest_2803 fit: 5300.4233
FibonacciSearchProblemTest_2801 fit: 9901.0
FibonacciSearchProblemTest_2794 fit: 34900.0
FibonacciSearchProblemTest_2798 fit: 6.5742574
FibonacciSearchProblemTest_2796 fit: 34900.0
FibonacciSearchProblemTest_2836 fit: 9800.966
FibonacciSearchProblemTest_2834 fit: 10100.532
FibonacciSearchProblemTest_2831 fit: 3.84901
FibonacciSearchProblemTest_2829 fit: 6.5767326
FibonacciSearchProblemTest_2825 fit: 10100.052
FibonacciSearchProblemTest_2823 fit: 9906.569
FibonacciSearchProblemTest_2821 fit: 10000.611
FibonacciSearchProblemTest_2819 fit: 103.34901
FibonacciSearchProblemTest_2852 fit: 6.5742574
FibonacciSearchProblemTest_2847 fit: 4400.4355
FibonacciSearchProblemTest_2845 fit: 103.35396
FibonacciSearchProblemTest_2844 fit: 34900.0
FibonacciSearchProblemTest_2842 fit: 10100.052
FibonacciSearchProblemTest_2838 fit: 6500.4404
